group	id	0292159D-8EE5-4B0B-9756-17EF4F55263A	0474C672-D911-40E4-8AB7-15FA4D072A9C	05AEE292-E223-48B5-B0B6-DA88D117139D	05BC1ED4-187E-41DB-AFA6-C4529B8FCFA3	0929C255-892A-4196-B906-54A5D809FA72	0A2B3536-2245-4C0E-BDBC-495766EEEC67	0AE47E69-3FA6-471B-BFDF-AF84E4D3201F	0AECCB48-4FB5-4C79-8E80-2BFDC2703B65	0F3D1985-DBA7-4525-92F5-CEF822A2A08F	1045C80F-7C97-4B11-9675-318064A3F56B	12B82BD8-2DD4-433A-B4C8-7985B4738402	12D39077-7A6C-4BA8-9EBB-CFFF87CD9770	150F8364-E67C-4913-831F-832187652123	176F3289-5E77-4E1B-8695-FA71478F18F9	17B178C8-9728-450B-A13A-7CCC5FC301C9	190602A3-5AC5-405A-9328-8BD78D23B174	1982CFBF-461A-4256-AEAA-DD89D18F28FE	19EBA91E-4D0E-493E-8297-3466769C0C1B	1CFD4B4B-DB79-44CC-A47E-7806308FDDA9	1E0DFE20-FCD1-43DF-8DE2-901E95A51523	1E854A72-598B-45D4-AB19-E3914F2AEE09	1F4C55C2-6F41-4B79-B994-AACDF9D87C19	249EA5FD-66E6-4293-838B-586365A336F4	27BCCCEB-7C09-4CB7-A5AB-891E281CA4DA	2FEA82F2-B180-4B7E-BE29-AF06A31C90C7	30BFBC24-D16F-448F-AEAC-057AEF97B2A7	3481B26E-85C6-4D1A-ADD4-4E7981B65BA7	3771176A-F95B-494A-8172-E57260AC372C	37DD0B78-3C22-48DE-8471-4F2D8779D90B	37EC4174-F358-4860-9D99-98104BE33A70	38ABF99F-2098-4214-83E5-4FC5270C1C6F	3AEA26F8-8B7D-4864-AB5E-F1CACB05D741	3DD5CD2F-352D-4ACF-ACCC-B5B6D7BAC5C9	4361A302-5783-46B0-8921-2EC08F235ACD	4485ADB0-AF5F-4A51-BF60-702F4C975DE2	4A1F60BD-5CD8-4221-8AF2-A2DA4437F8B8	4CA0F2AD-18D5-4044-8350-504FFE609B2C	4F0FA9B6-514F-4FF4-98CC-0009BC08EB80	507D17F8-DDEC-4560-919B-B7D729ECE611	52456612-1DF9-4CF8-B114-6E9B1EF19F2C	556EA0EF-8989-41AE-8023-7703DAC7160C	593E644B-68A3-4E67-BAB1-BDD99219E072	5B46DD57-1D7A-4DCC-8C71-E769D018AA44	5BB480FD-2D3A-4B4B-AD0F-7F689F761079	5CB91881-3359-4FBB-A8E4-DD2F007F01BA	5DD39B17-CA54-4C20-BD84-FA7F88DA5B69	5F2EB568-4F1C-4241-810D-95C2A13093F7	607DBF7C-9714-402B-B03A-2CC96DC5CE02	6176BB6D-9D93-4714-B906-C7A54E0D3325	665AC2DC-49CB-4284-A05C-1B1CDEFE2A0B	6689E110-85D0-445C-8056-108724435D89	6777816A-975B-4B53-B039-3CB26D469C47	696B8E8A-DD8D-440A-853E-5878B584288D	6B2C9674-5F06-436A-8FF6-DC15BAAADD80	6BAB0D9B-7BA4-4E29-B05E-25893805AABC	6E75A199-949C-4A87-AE44-7CCF6C8C021F	741D97D6-E08F-45A8-A2A4-35E151FE3EFA	790E11C9-30D1-40BE-A2BB-89B08A545722	79E88E8B-5E5A-4775-A5E5-ED446A2B546A	7C14EC5E-9FB4-4512-A2B8-10BDB5EFF326	7CEFBF18-5BCD-4687-885E-A4B058111B1A	7DC55705-0FC3-4BC3-9EB7-1380D6E50BFE	7DD0EB2E-EEB9-408E-B0FE-6A65BEC2014C	87DAEC85-6F71-4239-8D48-5590DA42CE45	91B710F2-5869-4818-A56C-AA4F85F06AC3	92028088-D1E7-4B14-AE4C-E262F2716FDD	9506C21A-0F1C-4EF9-9CDA-2E5C46C1A5DC	9772B0F1-BB89-49A9-9841-40EA5956A8DF	9926508B-C453-4081-B146-CCEC942C106E	99470209-71EF-4FFB-95B8-E09125766973	996989CD-4161-4D87-948F-3E152AC4D4B0	A0782212-49CD-4567-B538-534176BB77D5	A1449440-5579-4BBC-AC5A-76A10657FCB2	A3B49FA6-C8FD-43F1-A601-41F153B3442B	A6F751BB-BF57-4852-9368-825EFF3C501B	A7805FDF-1028-4275-A8F1-3620610199F6	AA690CF2-1EC3-4E0A-99CF-DD24992EEE9A	B263B4F2-2A41-48CB-89A2-0F10A4620160	B68ADC4A-A164-498B-8D60-3B2AD81E217C	BDBA1211-1AFE-4CF4-8ED6-509BFF3A2B57	C0B6329F-B055-480B-8DA0-D13DC42F7E27	C2090E0F-4228-4CF4-B69D-BFD38006E856	C3F371A7-0C27-4FE9-90D7-53F8E8BF963F	C4F6F746-B4DF-42CC-A629-33B032E0EF32	C58E0717-CC79-44C4-84AE-5874893A1364	C5D8569F-D8E3-4CE4-AD30-AF4FEC5CF346	C926563F-1DD6-4EAF-B7FF-17CF3AB60D21	C98BE9BB-CEB5-4886-AA9D-1F8F274A2CEF	CA729C97-E303-49AA-A4B2-2E9DD5C0F6AE	CA995887-B9FE-45FE-A90A-E2C757D7F37B	D1B14E56-23F7-435E-93B9-320012FA4E54	D29C76EA-FE7C-45E9-AEAB-0BFE5D81663E	D38A9ED2-81AD-43C6-AEB2-9ABC15999412	DCA18BD3-9317-4C2E-B7B7-139A69121396	DCF0B901-619A-48CB-AF7C-3B05C682133D	DF12BB2C-6DF9-4F88-8C40-14344811143C	DFFEA5C8-41AF-4927-A8C4-9E270F8F7106	E1C96184-EDCA-44C4-BB80-68492E5BF368	E449A211-33FC-45F4-B4F4-03CDE1D4F4BF	E8976AD5-04D7-4C42-8897-EFCB2CA0A171	EEFAE11A-42AD-497E-B6C6-61E00D1278D1	F1A1BFCF-BE56-43F7-B0BF-B1A64A618C86	F210498D-01E8-4BE7-9D7F-F216095079E8	F235FD23-09B9-41B0-9F2C-8BD1757EB884	F4B16D3F-4B7F-4011-8D1B-C0E7F15C6846	F634C736-39E8-4323-8155-FA3CC26AC9E3	F634FD6E-BA32-4F6A-BCFC-1F3994A137D0	F6A88D9F-29CE-44C8-A1C8-4EE014FD4701	F71C5D3E-3D79-4658-842B-F3D61BDFD29D	FD9FB30F-5F8D-486C-815C-90749331BB20
11	2A735E79-9009-4486-8938-6B4A4EF6A9CA	5.497586187	4.054760035	2.600437028	2.922601262	5.948585243	5.631638582	2.579433074	4.370648377	5.600944535	4.303592861	5.90999295	3.836394534	5.015743406	3.294245634	4.172199248	4.166508092	2.674104625	6.155142239	3.683815655	5.271284737	4.05473482	4.11562148	5.116551437	3.634924867	4.053849975	3.229372698	4.369104132	6.135290343	5.296642753	5.329940437	5.015966301	4.052428862	4.226275319	4.380564602	4.485487146	4.268341746	5.295976829	5.350471314	4.742301275	3.340073679	3.984965756	4.258178306	3.990027755	4.387386232	5.281555381	4.982352957	4.792158473	5.836113784	6.204438655	4.173200772	5.740286045	4.988642487	3.816262311	2.428010373	4.259278092	3.120242267	3.100984294	5.447904456	3.238915527	4.238841297	3.571505911	3.853021639	3.810577831	5.666368736	3.086234631	3.187202416	5.774019899	4.639874159	3.29554895	4.795903691	4.930446986	4.717609951	4.392984757	3.891629059	5.015240083	5.525961024	4.141668717	3.688797078	3.841448771	4.715795796	4.184293803	4.209670412	4.912798793	3.99114735	3.417996376	2.454556154	5.556901631	5.331196296	4.006531129	3.043531826	5.449655991	4.978888349	3.625843057	4.964844703	4.219252779	4.426018179	3.30449132	4.902715276	5.677268245	5.144993431	3.470618159	5.056461775	4.891907091	4.422247797	5.260471895	5.319504916	4.157222808	4.722042237	4.640674602	4.991699257
11	6585957A-6D6E-49EF-92E7-D8956D471B68	5.482906943	3.999471529	2.63782619	2.621831941	5.903113758	5.798549717	2.570320768	4.287447426	6.039651077	4.361453772	6.104101902	3.756587151	4.923875435	3.117198482	4.082320932	4.12426445	2.642694059	6.153022385	3.468353869	5.02179742	4.049409414	4.232330538	4.904144505	3.576507285	4.101098991	3.218714224	4.224657183	6.088795589	5.141313497	5.305287917	4.853411358	4.011825757	4.206630586	4.289726309	4.283402816	4.161743861	5.340130875	5.211986926	4.728504113	3.286845907	3.942050298	4.281743309	3.98217268	4.332765208	5.18744621	4.93008081	4.913135883	5.861850739	6.137100785	4.288626215	5.821159681	4.747837483	3.740671203	2.669903662	4.284640672	2.958723759	3.003481091	5.32063281	3.205636643	4.209206475	3.540017814	3.848020585	3.729041694	5.580014323	3.604818764	3.189104522	5.717839982	4.500066947	3.33755215	4.902472345	4.778218539	4.930824216	4.476953734	3.839108568	4.756585828	5.570091701	4.102112205	3.645775122	3.612754181	4.618706273	4.032350597	4.14291756	4.98035094	3.891265537	3.205005239	NA	5.575503747	5.518010604	3.919320938	2.834777094	5.473870915	4.48258572	3.613333435	4.566850741	2.538210391	4.483665657	2.385413089	4.868567651	5.605939026	5.132136087	3.589365741	4.949947769	4.891694916	4.414654152	5.275778963	5.282203242	4.129709067	4.731342944	4.632489396	5.009705561
11	65FC5998-2ABA-4C2C-9CA1-3D2C47B8EEF7	5.332803922	3.984592929	3.427924908	3.134674844	6.023728957	5.853874779	2.766683691	3.976152599	5.622282355	4.737386429	6.143949135	4.053748926	5.054201851	3.718382999	4.090686796	4.427019512	2.003417908	6.160373391	3.421699128	4.978296671	4.073581802	3.985288334	4.857193928	3.751938496	4.305524263	3.272521966	3.944822166	6.149234437	5.227066235	5.087707194	4.62103585	4.493720986	4.261515813	4.528250863	4.276270143	4.395225802	5.401708866	5.204536904	4.919832871	3.342710048	4.114812962	4.354379448	4.028017698	4.235416363	4.922741747	5.463905859	4.538833533	5.84721122	6.210378588	3.948264495	5.959733482	4.788886298	3.98254432	2.38616633	4.162176719	2.895241029	3.447629979	5.280770475	3.3410561	4.092150095	3.722830458	3.933904618	3.887070693	5.679654252	3.333680085	3.30513292	5.713056425	4.558332598	3.353322696	4.924468593	5.187403284	4.737588776	5.044371334	3.89522478	4.523335101	5.420121007	3.992843616	3.887282162	3.303395871	4.698430754	4.099722112	4.078392246	4.81805612	3.886257013	3.817544782	2.319550493	5.53373848	5.285386356	4.158942423	2.95367755	5.3682538	4.961800702	3.724797499	4.600044055	3.752378493	4.586776159	2.101716392	4.924678698	5.744299092	5.083474534	3.497075552	5.057831909	5.25050643	4.761895273	5.238762249	5.217757378	4.112334998	4.774317053	4.686341807	4.7231633
12	217D4AB1-62B5-4927-B142-C85B6A2ABB6E	5.146858627	4.192475934	3.083447745	3.502349043	6.183961735	5.814600621	2.722604443	3.980027269	4.355216284	5.423743471	6.064857887	4.041522861	4.934243352	3.911081286	4.074715804	4.93068266	2.939796845	6.164446549	3.312359721	5.113651663	3.958603798	4.010015394	4.792174889	3.581884238	4.197296679	3.2690633	4.089304258	6.184672506	5.124161156	5.325923883	4.46047407	5.045017767	4.310559459	4.207943751	4.005019324	4.492180741	5.040722489	5.179715979	4.769293917	3.231665367	4.141968798	4.028687734	4.066635031	3.901393123	5.664287301	5.309988503	4.513631397	5.922758801	6.189514981	4.182038419	5.88772265	4.29944912	1.966311765	2.762288322	4.423858937	3.12212447	3.408524233	5.316991177	3.373957884	4.039620064	3.360894473	4.036423717	3.751670607	5.772065111	2.77478641	3.607940767	5.483964927	4.517707432	3.323293947	4.914321754	5.497821067	4.447610551	4.913964011	3.908476485	4.590397553	5.13056603	3.951609171	4.27315302	3.264878578	4.677464554	3.835473587	3.821988188	4.404077269	3.872509652	3.751134404	1.732072462	5.759966665	4.086379265	4.231055855	2.655539456	5.516405855	5.076519791	3.86078937	4.685837042	4.94780567	4.70284338	2.749708271	4.971421073	5.610772721	5.064464008	3.579556093	5.06271151	4.995551078	4.850835643	5.101847838	5.178336253	3.871848477	4.781999241	4.581189828	4.654951178
12	293ADFE5-381F-4FC0-A215-D2723D867ABC	5.250561722	4.185761943	2.663157757	3.464104155	5.984947301	5.848636272	2.623100578	4.143589956	5.577655077	5.174689358	6.046807012	3.83158418	4.942079837	3.373933951	4.053131812	5.017492709	3.132592505	6.153719015	3.393582494	5.204077824	4.066413766	4.092916159	4.88738825	3.487289732	4.14515908	3.237290386	4.114720098	6.136723323	5.124698373	5.315156408	4.597954959	4.885428197	4.23426206	4.057131222	4.253499473	4.387906045	5.323671684	5.261951053	4.714305741	3.219840584	4.093589836	3.905852898	4.002060179	4.101357922	5.596716384	5.211362635	4.554855194	5.88181982	6.15403881	4.022380761	5.917810592	4.263201214	1.972334961	2.462854136	4.332449558	3.172150734	3.177605526	5.357439639	3.311821594	4.16856192	3.336758473	4.044957652	3.685985721	5.721606473	3.197763947	3.606011885	5.539439049	4.643094206	3.30339755	4.929936804	5.314775746	4.583010993	4.80898197	3.875361631	4.740430609	5.225347699	3.917466587	4.214721536	3.482331376	4.650761906	3.873033453	4.043118796	4.681446151	3.890335452	3.526851375	2.343112913	5.70143825	4.111228762	4.098330766	2.558959705	5.597559182	4.668836286	3.769847346	4.824303187	4.504912822	4.72440094	3.469859339	4.912184457	5.619804315	5.095872702	3.624543348	5.083990213	4.867148374	4.69860389	5.31057785	5.242338041	3.954955389	4.729416164	4.617450558	4.818280871
12	7F288F6E-3329-4C6D-A30C-29217D2D186E	5.12214969	4.287643823	2.959743729	3.523229154	5.957137761	5.74442931	2.843040337	4.186061653	5.959829458	5.388297522	6.036514706	3.921013232	4.831046791	3.786302968	4.074736052	4.858034076	3.030093296	6.142216852	3.453044581	5.031188803	4.031799512	4.061262599	4.713926559	3.531770552	4.239593475	3.180114399	4.050879187	6.098280646	5.017434368	5.139296437	4.396196092	4.696493509	4.194141593	4.103857974	4.518241312	4.336981004	5.377417244	5.222200682	4.84263962	3.246414742	3.913074859	4.006812357	3.985590377	3.97830655	5.724898521	5.238426954	4.641404664	5.928637364	6.177523748	4.163357074	5.76321984	4.258626248	1.682105252	2.245920037	4.271136684	3.266348357	3.301213272	5.236551096	3.339746603	4.065604826	3.404189634	4.067672702	3.677490696	5.743511662	3.289247967	3.669490969	5.475627928	4.643938761	3.26645704	4.829118768	5.412132726	4.603370862	4.529074402	3.818110422	4.710245604	5.143069544	3.918284178	4.121239172	3.206997142	4.651684931	3.723157493	3.83688592	4.944880509	3.847944919	3.68026823	1.818141827	5.714650201	3.993574542	4.147211532	2.782484454	5.532423464	4.455026353	3.791561848	4.984886081	NA	4.670160237	3.263350047	4.868527467	5.647190483	5.11838128	3.810990308	4.948807847	4.892341585	4.789576306	5.248673005	5.229154989	3.923192134	4.688805543	4.580485735	4.792396028
13	2C51C8B8-7DDC-4E3E-B49A-2FB959C42AA5	5.384672328	3.92765063	NA	3.281688681	5.799855305	5.784982194	2.544555289	3.457671656	5.760969665	4.14879161	6.172966469	4.288764989	4.832840877	4.624128709	3.947315314	4.105127531	NA	6.15608013	3.113329048	4.830847973	3.738494337	3.706323112	4.889616366	3.896895059	4.25462283	3.265001483	3.838494405	6.145653584	5.254008717	4.975993281	4.454693057	3.587628136	4.240880628	4.828235404	4.063739391	4.064459603	5.237819233	5.187503471	5.361389485	3.285218227	4.147643465	3.817756242	4.002880653	4.297986629	4.675129653	4.439927937	4.128544828	5.672351758	6.215997291	3.815124531	6.102594984	4.749292188	3.1024692	3.072864529	4.118640105	3.249496149	3.189568384	4.572629617	3.335130089	4.134253784	4.44264413	3.752241597	4.115263925	5.809043703	3.508595681	2.369064226	5.829030506	4.894597399	3.386115959	4.896951649	5.683116226	5.16381678	4.281408547	3.928724627	4.094192345	5.365666144	4.166898146	3.652330019	3.958713031	4.798816061	4.076590128	4.224372775	4.93836628	3.237100371	3.5729523	NA	5.854557805	2.564683169	4.380471009	2.523860356	5.193892046	5.079288532	3.574650391	4.665210673	3.76838427	4.191243081	4.308216281	4.942040169	5.763835918	5.258718084	3.513193481	5.210415895	5.418199992	4.954815513	5.15522244	5.339817828	3.887797721	4.683719214	4.443819192	4.607993611
13	80C204E4-F081-4034-9064-66E2F91E3EC4	5.445082735	4.221099735	NA	3.284572713	5.89601272	5.914529802	2.461020083	3.671361793	5.378207754	4.129402991	6.1736547	4.225406723	4.974949858	4.821198669	3.929371157	4.1461166	2.292616552	6.153083842	3.564000856	4.799508142	4.017032196	3.878032428	4.780826541	3.852537651	4.268358411	3.157146872	4.080418915	6.143139106	5.114442123	5.079869399	4.420676472	3.594694819	4.27463803	4.811340062	4.367184865	4.013423098	5.350047761	5.086606065	5.371181044	3.309931334	4.160701063	3.861623118	3.996071263	4.398832687	5.065305069	4.645181018	4.188415417	5.863317381	6.226973226	4.003759064	5.977001944	4.689658315	3.158762815	2.509218356	4.273622686	3.127848302	3.318868979	4.484175176	3.246676731	4.259111676	4.362450442	3.814515237	4.025691119	5.703770737	3.453026271	2.675582584	5.911908557	4.729323614	3.337443696	4.738642911	5.901098934	5.047868398	4.270620555	3.861576267	4.338494136	5.439816939	4.167550812	3.613149933	3.579791211	4.839074611	3.946390246	4.301212517	4.722151179	3.465560396	3.659293	3.071003283	5.690918521	2.841983177	4.279959719	2.546130162	5.216137685	4.841781744	3.724640973	4.618352714	3.260383922	4.208702072	3.75423572	4.935441722	5.652994544	5.104666522	3.373482853	5.117387137	5.336588944	4.890484555	5.266362501	5.256946391	4.16781892	4.766234163	4.595098364	4.861068872
13	CB004AB1-4D9F-48DD-83E3-AB2877E29A79	5.28990207	4.15175794	1.79530521	3.384123598	5.967553343	5.923642876	2.092267289	3.564850723	5.062506183	3.964517813	6.071861257	4.268898653	4.957211591	4.781544437	3.879831725	4.189166673	1.811156808	6.161564623	3.299018214	4.793719655	4.029164491	3.944932859	4.828366062	3.905291147	4.209534992	3.117691431	4.135749769	6.182427718	5.210849179	5.331685376	4.472429403	3.374034789	4.282656174	4.857359492	3.87582743	4.227871144	5.288242736	5.123545099	5.466141642	3.267465409	4.161401867	3.825327902	4.108329885	4.305221896	4.951671549	4.566762462	3.99389443	5.860465171	6.222919426	3.961971666	5.895529933	4.730215546	3.112023058	2.462637257	4.428640771	3.162999422	3.395703935	4.304251676	3.276573436	4.129230941	4.374398876	3.743896019	4.152436951	5.716169953	3.330932144	2.507286903	5.848814356	4.891639835	3.27945398	4.92299088	5.797410831	5.065757521	4.19415656	3.98954022	4.185511337	5.313520783	4.017339629	3.674333707	3.963997496	4.795503319	4.024315347	4.201505201	4.569241077	3.45548818	3.746102439	2.097955662	5.809048886	2.62552621	4.378871128	2.347447913	5.135003164	5.012975274	3.764587171	4.59601961	4.39137456	4.164333707	3.729935018	4.95201858	5.636241157	5.149574926	3.374182285	5.095320922	5.397177989	4.972727671	5.281498045	5.286875076	3.821358844	4.765265839	4.531499928	4.722649028
14	2EF06B3F-57FD-411F-BD2B-B99934B6098D	5.161055549	3.867927882	NA	3.578595157	5.882094365	5.634565749	2.360230107	3.503944212	5.116479808	4.168390441	6.088075448	4.252418728	4.741001904	4.259585098	3.931714191	3.924658551	NA	6.149936564	3.533161912	5.002891806	3.911110735	3.974657154	4.952839297	4.023131381	4.200043903	3.033287008	4.118587022	6.180151791	5.7638386	5.352920483	4.455729958	3.760969418	4.304973249	4.773688032	4.470769141	3.852545101	5.31947178	5.29100863	5.01446342	3.353188496	4.265057057	4.253508868	4.044503641	4.094568829	4.433073507	5.246400045	4.243048701	5.771987333	6.227237174	3.458789379	6.216805741	5.139119244	3.638642984	2.874772894	4.351934444	3.139249674	3.358288865	5.316105945	3.351855589	4.203821959	4.082916881	3.831695557	3.998436826	5.805474185	3.781536283	3.484897375	5.780606628	4.951588912	3.405048487	4.790987793	5.386392736	5.147211847	4.800749477	3.954666812	4.349324173	5.146058332	3.978781244	4.196244563	4.020896821	4.804649898	4.054873871	4.00784619	4.617976902	3.430518308	3.73342762	NA	5.7242723	2.82921682	4.490450001	3.204046859	5.151962855	5.293724318	3.779248763	4.71841484	3.667779318	4.065383344	3.490659863	4.980353125	5.715056537	5.164494883	3.308376697	5.371161322	5.569746565	4.699788381	5.247072156	5.33464481	4.034190502	4.778404235	4.439530609	4.939564209
14	49318242-296F-42F5-AA82-95DC03A82756	5.014878857	3.742198145	NA	3.674357545	5.742318521	5.521083827	2.536123636	3.311723817	5.605485727	4.285942435	5.993797231	4.205462341	4.667712171	4.248269228	3.919822847	4.210334978	NA	6.156921469	3.375939158	5.072822255	3.800037542	3.766322631	4.919893727	4.042916405	4.157666062	3.085967702	4.057811353	6.15892343	5.92123872	5.288339993	4.360429598	3.960010217	4.323752974	4.890725854	4.543749152	3.85925302	5.191637366	5.439809279	4.932860897	3.291815385	4.181608787	4.335389733	4.01666436	3.973134278	4.385559553	5.546144936	4.125056734	5.53221213	6.225548678	3.321751494	6.168875717	5.131030694	3.979111979	1.818389096	4.296157877	3.145778618	3.297104107	5.601760569	3.236038254	4.239145055	4.124029799	3.771833453	4.127630659	5.829551134	3.842655411	3.406239074	5.742131785	5.050150243	3.336441946	4.767524278	5.355920617	5.230719378	5.046232198	3.916863416	4.249654601	5.039053453	3.816430969	4.397255805	4.356477184	4.882401532	4.147777455	3.835465912	4.763637832	3.546938889	3.551669505	NA	5.668721273	3.14403477	4.488927415	2.743172876	5.147814916	5.321691722	3.705954108	4.412395096	3.945741345	4.213913244	NA	5.001083485	5.774949901	5.17245518	3.636302858	5.262880028	5.596019571	4.731031837	5.162875359	5.354051499	4.127577387	4.808404757	4.331067578	4.790806729
14	572EDE11-EC65-4996-B15E-64F9AEE8B64F	5.138948366	3.957873472	NA	3.648770366	5.847712198	5.31064163	2.261539128	3.239262862	5.482194248	4.421426264	5.774691722	4.291527161	4.708439843	4.59367282	3.902142643	4.027515256	NA	6.158095621	3.481723341	4.892699412	4.061208718	3.964423279	4.716756071	4.169613559	4.275055462	2.907232134	4.045640217	6.164982389	5.677524326	5.282188399	4.314540461	4.071798113	4.256475612	4.898988968	4.24997637	3.851279603	5.423131075	5.474866727	5.120650259	3.408962074	4.234951551	4.332858914	4.044741797	4.020563492	4.61245939	5.340227918	4.286388849	5.730470504	6.232718771	4.029408547	6.275289432	4.937784339	3.671714431	NA	4.394020663	3.158100924	3.164098025	5.269670716	3.363315922	4.362080723	4.385483198	3.93272067	4.095641813	5.739940103	4.031723626	3.522679136	5.521905599	5.024069566	3.360145464	4.918339758	5.88083889	5.18189236	4.955950981	3.957820892	4.487157176	5.129120637	4.137791681	4.371686759	3.497978424	4.963693881	4.004849696	3.959026395	4.972153376	3.514108217	3.465150444	NA	5.515012032	3.263329271	4.686843718	3.14888144	5.158365874	5.277676546	3.903455411	4.353395314	2.633154723	4.129242036	3.458243687	4.963591485	5.73796836	5.166623499	3.580900554	5.378279289	5.747459825	4.900279099	5.503157362	5.323439111	4.300437992	4.753346418	4.385095551	5.088641766
15	812E7223-5C39-4177-A8F9-83AD9EF662F0	5.07468254	4.024010351	NA	3.441118415	5.853895351	5.738584489	2.794659616	3.296935372	5.316248647	4.504987625	6.096081214	4.121121571	4.834064867	4.480684645	4.065545193	4.376294531	NA	6.155397896	3.244597747	4.812229668	4.028890385	3.704785108	4.714662808	3.928248027	4.246635963	3.097162778	3.888737164	6.173786602	5.234578481	5.15678791	4.266431391	4.227854053	4.273030456	4.921683536	4.112785709	4.173982034	5.404479049	5.375985256	5.023411337	3.29473931	4.153222725	4.420136457	3.999985626	3.977323686	4.394611858	5.404805581	4.352945967	5.708088483	6.220438711	3.97491619	5.946038757	4.719221826	4.317163894	2.356685499	4.241795095	3.153687275	3.084875385	5.268214808	3.324263573	4.180202005	4.64212343	3.880370066	4.102993897	5.682752021	3.594596444	3.447945104	5.594730173	4.926640197	3.381894305	4.916258121	5.738838054	4.939747345	4.850123163	3.90730908	4.48115101	5.117005356	3.972170626	3.914076808	3.574567613	4.725902699	4.103484196	3.827164339	4.856897666	3.571390913	3.350569176	NA	5.386748435	4.99565823	4.47993316	3.101933006	5.122347256	5.249980299	3.735982744	4.188545887	3.365084916	4.343313616	2.909477029	4.986224544	5.73274401	5.138632277	3.58335501	5.065821871	5.601023584	5.001265332	5.531983888	5.253360432	4.228397099	4.769335986	4.440628152	4.514811242
15	9CACE4C8-5331-49A9-B016-213461AAA87B	5.236693601	4.001500271	2.845471114	3.01043905	5.930340365	5.907087846	2.475164469	3.938082177	5.596755425	4.411896478	6.098006518	4.003949359	4.934771853	3.815708746	4.077241865	4.361968887	2.217453655	6.151395176	3.458639654	4.973554703	4.064175576	3.813765481	4.940231658	3.708659713	4.237830774	3.058322424	4.020014425	6.153165816	5.214672724	5.269711669	4.789740565	4.173092877	4.263535696	4.604831398	3.917782711	4.161742273	5.392141989	5.189810714	4.859805966	3.309266337	4.139206122	4.382142838	4.009826222	4.178160406	4.744098265	5.484545055	4.376665025	5.810026226	6.216492034	3.968932722	5.909599361	4.830482372	4.162496683	2.435956659	4.146277621	3.127455691	3.080854213	5.351827328	3.252245911	4.182509075	4.18603581	3.994920905	4.035549898	5.616384838	3.564500188	3.387665335	5.699752122	4.674042243	3.288155733	4.799302716	5.181575474	4.978319479	4.98508516	3.88433328	4.5320262	5.307237516	3.89244326	3.874795215	3.847858227	4.779223068	4.057771419	4.023827434	5.029128633	3.642889974	3.400166953	2.612090421	5.560226225	5.113399567	4.166835778	2.806163731	5.322699896	4.872396352	3.609423539	4.346597042	2.681874008	4.471163499	NA	4.922028891	5.684402889	5.111992078	3.436080397	5.078121816	5.22752394	4.73867465	5.298258271	5.262664011	4.224911255	4.763247442	4.70501274	4.677811455
15	BD90AB5D-74F2-41BA-8A28-A58B28F9DC74	5.300763937	4.076354409	NA	3.422422474	5.829806646	5.845711831	2.457206517	3.655294997	5.446572745	4.470921021	6.144477561	4.155708883	4.911061421	4.36002035	4.006302822	4.289384458	1.845557634	6.161985928	3.432136417	4.910106693	3.982079819	3.568339018	4.926180471	3.904126205	4.345838966	3.057801816	3.849123027	6.160466528	5.316436736	4.90681425	4.489621981	4.294461358	4.212634336	4.817833258	4.361870803	4.247761663	5.404822959	5.311945458	4.954965103	3.26969055	4.157972443	4.43293833	4.055709971	4.135981623	4.388896365	5.392207769	4.481458245	5.585968098	6.222617444	3.472027976	5.979629242	4.807804458	4.344679087	NA	4.096803239	3.186139663	3.41904922	5.429576181	3.292800496	4.094543436	4.362534825	3.873239821	4.084583839	5.707877327	3.811577635	3.484178635	5.736769904	4.964402362	3.358017002	4.723540527	5.550871799	5.054605623	4.824849521	3.928094263	4.518470911	5.359622761	3.990169795	3.867256287	3.917251	4.774742031	4.155688564	4.031386156	4.989361154	3.518046089	3.808445637	NA	5.477722602	5.090484401	4.313088672	3.039835693	5.045208718	5.04012744	3.539865678	4.624831372	2.951619257	4.231676913	NA	4.885802364	5.707082478	5.128027464	3.365243987	5.119440927	5.439883172	4.841401672	5.277663613	5.281508247	4.268721452	4.723235758	4.540969335	4.604311186
