BIN-ID	COUNTS	RECURSIVE-COUNTS
18.5.2	0	12
18.5.2.1	2	2
18.5.2.4	1	1
18.5.2.5	2	2
18.5.2.7	3	3
18.5.2.8	3	3
18.5.2.10	1	1
18.6	8	9
18.6.1	1	1
18.7	15	15
18.8	0	0
18.8.1	0	0
18.10	0	0
18.10.3	0	0
18.11	2	2
18.12	0	0
18.13	2	2
18.1001	0	0
18.1002	0	0
18.1003	0	0
18.1004	0	0
18.1005	0	0
18.1006	0	0
18.1007	0	0
18.1008	0	0
18.1009	0	0
19	6	101
19.1	4	4
19.2	5	5
19.3	18	18
19.4	1	1
19.5	1	1
19.6	1	1
19.7	4	4
19.8	2	2
19.9	10	10
19.10	3	3
19.11	2	2
19.12	1	1
19.13	3	3
19.14	5	5
19.15	1	1
19.16	6	6
19.20	2	2
19.21	2	2
19.30	1	1
19.32	2	2
19.33	0	0
19.40	3	3
19.99	18	18
20	11	1982
20.1	843	1185
20.1.1	11	11
20.1.2	0	0
20.1.3	12	39
20.1.3.1	27	27
20.1.4	0	0
20.1.5	5	5
20.1.7	266	287
20.1.7.6	0	21
20.1.7.6.1	21	21
20.1.7.12	0	0
20.1.1001	0	0
20.2	45	786
20.2.1	352	352
20.2.2	41	41
20.2.3	134	134
20.2.4	26	26
20.2.5	7	7
20.2.99	181	181
20.2.1001	0	0
20.1001	0	0
20.1002	0	0
20.1003	0	0
21	0	325
21.1	116	116
21.2	39	85
21.2.1	25	30
21.2.1.1	0	0
21.2.1.2	2	2
21.2.1.3	0	0
21.2.1.4	2	2
21.2.1.5	1	1
21.2.2	16	16
21.3	9	9
21.4	81	81
21.5	7	9
21.5.1	2	2
21.5.2	0	0
21.6	22	22
21.99	3	3
21.1001	0	0
21.1002	0	0
21.1003	0	0
21.1004	0	0
21.1005	0	0
21.1006	0	0
21.1007	0	0
21.1008	0	0
21.1009	0	0
21.1010	0	0
21.1011	0	0
22	0	23
22.1	0	21
22.1.1	0	0
22.1.2	8	8
22.1.3	3	3
22.1.4	1	1
22.1.5	1	1
22.1.6	7	7
22.1.7	1	1
22.2	0	2
22.2.1	2	2
22.1001	0	0
22.1002	0	0
22.1003	0	0
22.1004	0	0
22.1005	0	0
23	0	294
23.1	0	55
23.1.1	0	21
23.1.1.1	5	5
23.1.1.2	2	2
23.1.1.3	3	3
23.1.1.4	1	1
23.1.1.5	1	1
23.1.1.6	0	0
23.1.1.10	9	9
23.1.1.1001	0	0
23.1.1.1002	0	0
23.1.1.1003	0	0
23.1.1.1004	0	0
23.1.1.1005	0	0
23.1.1.1006	0	0
23.1.1.1007	0	0
23.1.1.1008	0	0
23.1.1.1009	0	0
23.1.1.1010	0	0
23.1.1.1011	0	0
23.1.2	0	22
23.1.2.1	2	2
23.1.2.2	1	1
23.1.2.3	1	1
23.1.2.4	5	5
23.1.2.5	2	2
23.1.2.6	3	3
23.1.2.7	1	1
23.1.2.8	1	1
23.1.2.9	1	1
23.1.2.10	0	0
23.1.2.20	2	2
23.1.2.30	1	1
23.1.2.31	2	2
23.1.2.1001	0	0
23.1.2.1002	0	0
23.1.2.1003	0	0
23.1.2.1004	0	0
23.1.2.1005	0	0
23.1.2.1006	0	0
23.1.2.1007	0	0
23.1.2.1008	0	0
23.1.2.1009	0	0
23.1.2.1010	0	0
23.1.2.1011	0	0
23.1.2.1012	0	0
23.1.3	10	10
23.1.99	2	2
23.2	47	62
23.2.1	0	9
23.2.1.1	0	0
23.2.1.2	3	3
23.2.1.3	3	3
23.2.1.4	0	0
23.2.1.5	3	3
23.2.1.6	0	0
23.2.2	6	6
23.2.2.1	0	0
23.2.2.8	0	0
23.2.2.9	0	0
23.2.2.10	0	0
23.2.2.11	0	0
23.2.2.1001	0	0
23.2.2.1002	0	0
23.2.2.1003	0	0
23.2.2.1004	0	0
23.2.2.1005	0	0
23.2.2.1006	0	0
23.2.2.1007	0	0
23.3	11	93
23.3.1	0	11
23.3.1.1	3	3
23.3.1.2	1	1
23.3.1.3	7	7
23.3.2	0	17
23.3.2.1	3	3
23.3.2.2	10	10
23.3.2.3	4	4
23.3.3	54	54
23.4	0	61
23.4.1	10	10
23.4.2	6	6
23.4.3	14	14
23.4.4	2	2
23.4.10	7	7
23.4.99	22	22
23.5	3	23
23.5.1	0	0
23.5.2	2	2
23.5.3	13	13
23.5.4	1	1
23.5.5	4	4
23.5.6	0	0
23.6	0	0
24	54	80
24.1	7	7
24.2	18	18
24.3	1	1
25	15	50
25.1	5	5
25.2	1	1
25.3	2	2
25.4	5	5
25.5	7	7
25.6	1	1
25.7	2	2
25.8	8	8
25.9	4	4
25.10	0	0
25.11	0	0
26	0	3091
26.1	59	59
26.2	583	583
26.3	56	121
26.3.1	8	8
26.3.2	42	42
26.3.3	0	0
26.3.4	10	10
26.3.5	5	5
26.4	40	120
26.4.1	80	80
26.5	7	7
26.6	44	44
26.7	225	225
26.8	159	159
26.9	104	104
26.10	663	663
26.11	0	21
26.11.1	21	21
26.12	140	140
26.13	161	161
26.14	24	24
26.15	0	0
26.16	48	48
26.17	27	27
26.18	74	74
26.19	55	55
26.20	0	0
26.21	47	47
26.21.1	0	0
26.22	152	152
26.23	15	15
26.24	68	68
26.25	0	0
26.26	0	9
26.26.1	9	9
26.27	13	13
26.28	142	142
26.30	10	10
27	0	5706
27.1	299	699
27.1.1	157	157
27.1.2	86	86
27.1.19	153	153
27.1.20	4	4
27.1.21	0	0
27.2	207	207
27.3	97	4391
27.3.1	14	14
27.3.2	13	13
27.3.3	229	229
27.3.4	46	46
27.3.5	40	40
27.3.6	240	240
27.3.7	76	76
27.3.8	44	44
27.3.9	57	57
27.3.10	11	11
27.3.11	171	171
27.3.12	45	45
27.3.13	8	8
27.3.14	26	26
27.3.15	22	22
27.3.16	15	15
27.3.17	4	4
27.3.18	24	24
27.3.19	16	16
27.3.20	74	74
27.3.21	70	70
27.3.22	172	172
27.3.23	56	56
27.3.24	187	187
27.3.25	425	425
27.3.26	74	74
27.3.27	54	54
27.3.28	24	24
27.3.29	46	46
27.3.30	53	53
27.3.31	2	2
27.3.32	142	142
27.3.33	0	0
27.3.34	10	10
27.3.35	132	132
27.3.36	21	21
27.3.37	46	46
27.3.38	4	4
27.3.39	8	8
27.3.40	31	31
27.3.41	53	53
27.3.42	17	17
27.3.44	98	98
27.3.46	12	12
27.3.47	10	10
27.3.48	14	14
27.3.49	6	6
27.3.50	47	47
27.3.51	9	9
27.3.52	27	27
27.3.53	3	3
27.3.54	11	11
27.3.55	30	30
27.3.57	29	29
27.3.58	0	0
27.3.59	26	26
27.3.60	34	34
27.3.61	0	0
27.3.62	24	24
27.3.63	28	28
27.3.64	17	17
27.3.65	16	16
27.3.66	10	10
27.3.67	336	336
27.3.68	14	14
27.3.69	82	82
27.3.70	5	5
27.3.71	30	30
27.3.72	0	0
27.3.73	17	17
27.3.75	0	0
27.3.80	20	20
27.3.81	7	7
27.3.82	1	1
27.3.83	0	0
27.3.99	529	529
27.4	409	409
27.1001	0	0
28	0	860
28.1	419	554
28.1.1	0	27
28.1.1.1	0	0
28.1.1.2	0	0
28.1.1.3	0	0
28.1.1.4	27	27
28.1.1.5	0	0
28.1.1.6	0	0
28.1.1.7	0	0
28.1.1.8	0	0
28.1.3	108	108
28.2	146	146
28.99	160	160
29	0	6255
29.1	26	135
29.1.1	3	3
29.1.3	4	4
29.1.4	2	2
29.1.5	2	2
29.1.6	8	8
29.1.7	2	2
29.1.9	0	0
29.1.10	5	5
29.1.11	6	6
29.1.12	5	5
29.1.13	0	0
29.1.14	3	3
29.1.15	2	2
29.1.16	5	5
29.1.17	1	1
29.1.18	2	2
29.1.19	3	3
29.1.20	6	6
29.1.21	2	2
29.1.22	4	4
29.1.30	41	41
29.1.40	3	3
29.2	0	754
29.2.1	0	529
29.2.1.1	0	168
29.2.1.1.1	0	92
29.2.1.1.1.1	0	28
29.2.1.1.1.1.1	1	1
29.2.1.1.1.1.2	1	1
29.2.1.1.1.1.3	1	1
29.2.1.1.1.1.4	1	1
29.2.1.1.1.1.5	1	1
29.2.1.1.1.1.6	1	1
29.2.1.1.1.1.7	2	2
29.2.1.1.1.1.8	0	0
29.2.1.1.1.1.9	3	3
29.2.1.1.1.1.10	1	1
29.2.1.1.1.1.11	2	2
29.2.1.1.1.1.12	2	2
29.2.1.1.1.1.13	1	1
29.2.1.1.1.1.14	0	0
29.2.1.1.1.1.15	1	1
29.2.1.1.1.1.16	0	0
29.2.1.1.1.1.17	1	1
29.2.1.1.1.1.18	3	3
29.2.1.1.1.1.19	0	0
29.2.1.1.1.1.20	1	1
29.2.1.1.1.1.21	0	0
29.2.1.1.1.1.31	1	1
29.2.1.1.1.1.83	3	3
29.2.1.1.1.1.530	1	1
29.2.1.1.1.2	0	64
29.2.1.1.1.2.1	1	1
29.2.1.1.1.2.2	0	0
29.2.1.1.1.2.3	4	4
29.2.1.1.1.2.4	1	1
29.2.1.1.1.2.5	1	1
29.2.1.1.1.2.6	1	1
29.2.1.1.1.2.9	2	2
29.2.1.1.1.2.10	1	1
29.2.1.1.1.2.11	2	2
29.2.1.1.1.2.12	9	9
29.2.1.1.1.2.13	2	2
29.2.1.1.1.2.14	7	7
29.2.1.1.1.2.15	1	1
29.2.1.1.1.2.16	0	0
29.2.1.1.1.2.17	2	2
29.2.1.1.1.2.18	1	1
29.2.1.1.1.2.19	4	4
29.2.1.1.1.2.20	0	0
29.2.1.1.1.2.21	2	2
29.2.1.1.1.2.22	4	4
29.2.1.1.1.2.23	0	0
29.2.1.1.1.2.24	6	6
29.2.1.1.1.2.27	6	6
29.2.1.1.1.2.28	1	1
29.2.1.1.1.2.29	2	2
29.2.1.1.1.2.31	2	2
29.2.1.1.1.2.32	0	0
29.2.1.1.1.2.33	0	0
29.2.1.1.1.2.34	1	1
29.2.1.1.1.2.36	0	0
29.2.1.1.1.2.40	0	0
29.2.1.1.1.2.85	0	0
29.2.1.1.1.2.86	1	1
29.2.1.1.2	0	27
29.2.1.1.2.1	0	14
29.2.1.1.2.1.2	1	1
29.2.1.1.2.1.3	0	0
29.2.1.1.2.1.4	1	1
29.2.1.1.2.1.7	0	0
29.2.1.1.2.1.8	0	0
29.2.1.1.2.1.10	0	0
29.2.1.1.2.1.11	2	2
29.2.1.1.2.1.12	0	0
29.2.1.1.2.1.13	0	0
29.2.1.1.2.1.14	2	2
29.2.1.1.2.1.16	1	1
29.2.1.1.2.1.19	0	0
29.2.1.1.2.1.27	5	5
29.2.1.1.2.1.29	2	2
29.2.1.1.2.1.31	0	0
29.2.1.1.2.2	0	12
29.2.1.1.2.2.2	2	2
29.2.1.1.2.2.5	0	0
29.2.1.1.2.2.6	0	0
29.2.1.1.2.2.11	0	0
29.2.1.1.2.2.16	3	3
29.2.1.1.2.2.21	0	0
29.2.1.1.2.2.29	1	1
29.2.1.1.2.2.37	6	6
29.2.1.1.2.51	1	1
29.2.1.1.3	0	49
29.2.1.1.3.1	0	15
29.2.1.1.3.1.1	5	5
29.2.1.1.3.1.4	0	0
29.2.1.1.3.1.5	1	1
29.2.1.1.3.1.6	4	4
29.2.1.1.3.1.7	0	0
29.2.1.1.3.1.9	0	0
29.2.1.1.3.1.10	0	0
29.2.1.1.3.1.11	0	0
29.2.1.1.3.1.12	0	0
29.2.1.1.3.1.15	0	0
29.2.1.1.3.1.16	1	1
29.2.1.1.3.1.17	1	1
29.2.1.1.3.1.18	2	2
29.2.1.1.3.1.19	0	0
29.2.1.1.3.1.21	1	1
29.2.1.1.3.2	0	32
29.2.1.1.3.2.1	0	0
29.2.1.1.3.2.2	0	0
29.2.1.1.3.2.3	0	0
29.2.1.1.3.2.4	2	2
29.2.1.1.3.2.9	1	1
29.2.1.1.3.2.10	0	0
29.2.1.1.3.2.11	0	0
29.2.1.1.3.2.12	0	0
29.2.1.1.3.2.13	0	0
29.2.1.1.3.2.14	0	0
29.2.1.1.3.2.15	1	1
29.2.1.1.3.2.17	1	1
29.2.1.1.3.2.18	2	2
29.2.1.1.3.2.19	1	1
29.2.1.1.3.2.20	1	1
29.2.1.1.3.2.22	0	0
29.2.1.1.3.2.25	2	2
29.2.1.1.3.2.28	1	1
29.2.1.1.3.2.30	2	2
29.2.1.1.3.2.32	1	1
29.2.1.1.3.2.33	0	0
29.2.1.1.3.2.34	1	1
29.2.1.1.3.2.35	6	6
29.2.1.1.3.2.36	2	2
29.2.1.1.3.2.57	0	0
29.2.1.1.3.2.99	0	0
29.2.1.1.3.2.510	0	0
29.2.1.1.3.2.1015	0	0
29.2.1.1.3.2.1185	7	7
29.2.1.1.3.2.1712	1	1
29.2.1.1.3.99	2	2
29.2.1.1.4	0	0
29.2.1.1.4.1	0	0
29.2.1.1.4.2	0	0
29.2.1.2	0	332
29.2.1.2.1	0	119
29.2.1.2.1.2	4	4
29.2.1.2.1.3	1	1
29.2.1.2.1.4	7	7
29.2.1.2.1.5	2	2
29.2.1.2.1.6	3	3
29.2.1.2.1.7	5	5
29.2.1.2.1.8	10	10
29.2.1.2.1.9	2	2
29.2.1.2.1.10	2	2
29.2.1.2.1.11	5	5
29.2.1.2.1.12	4	4
29.2.1.2.1.13	5	5
29.2.1.2.1.14	3	3
29.2.1.2.1.15	6	6
29.2.1.2.1.16	2	2
29.2.1.2.1.17	7	7
29.2.1.2.1.18	3	3
29.2.1.2.1.19	2	2
29.2.1.2.1.20	2	2
29.2.1.2.1.21	5	5
29.2.1.2.1.22	0	0
29.2.1.2.1.23	4	4
29.2.1.2.1.24	2	2
29.2.1.2.1.25	3	3
29.2.1.2.1.26	4	4
29.2.1.2.1.27	5	5
29.2.1.2.1.28	3	3
29.2.1.2.1.29	2	2
29.2.1.2.1.30	0	0
29.2.1.2.1.31	4	4
29.2.1.2.1.53	3	3
29.2.1.2.1.515	9	9
29.2.1.2.2	0	213
29.2.1.2.2.1	0	0
29.2.1.2.2.2	0	0
29.2.1.2.2.3	3	3
29.2.1.2.2.5	5	5
29.2.1.2.2.6	4	4
29.2.1.2.2.7	5	5
29.2.1.2.2.8	4	4
29.2.1.2.2.9	3	3
29.2.1.2.2.10	4	4
29.2.1.2.2.11	4	4
29.2.1.2.2.12	3	3
29.2.1.2.2.13	8	8
29.2.1.2.2.14	3	3
29.2.1.2.2.15	4	4
29.2.1.2.2.16	0	0
29.2.1.2.2.17	6	6
29.2.1.2.2.18	2	2
29.2.1.2.2.19	4	4
29.2.1.2.2.21	2	2
29.2.1.2.2.22	4	4
29.2.1.2.2.23	7	7
29.2.1.2.2.24	3	3
29.2.1.2.2.25	0	0
29.2.1.2.2.26	3	3
29.2.1.2.2.27	5	5
29.2.1.2.2.28	4	4
29.2.1.2.2.29	1	1
29.2.1.2.2.30	3	3
29.2.1.2.2.31	3	3
29.2.1.2.2.32	4	4
29.2.1.2.2.34	17	17
29.2.1.2.2.35	4	4
29.2.1.2.2.36	4	4
29.2.1.2.2.37	3	3
29.2.1.2.2.38	4	4
29.2.1.2.2.39	0	0
29.2.1.2.2.40	0	0
29.2.1.2.2.41	0	0
29.2.1.2.2.44	4	4
29.2.1.2.2.57	10	10
29.2.1.2.2.80	5	5
29.2.1.2.2.81	6	6
29.2.1.2.2.82	2	2
29.2.1.2.2.83	0	0
29.2.1.2.2.99	11	11
29.2.1.2.2.141	3	3
29.2.1.2.2.510	7	7
29.2.1.2.2.513	4	4
29.2.1.2.2.518	7	7
29.2.1.2.2.523	6	6
29.2.1.2.2.527	2	2
29.2.1.2.2.535	6	6
29.2.1.2.2.536	0	0
29.2.1.2.2.537	6	6
29.2.1.2.2.571	0	0
29.2.1.2.2.1730	1	1
29.2.1.99	0	29
29.2.1.99.1	0	5
29.2.1.99.1.1	0	0
29.2.1.99.1.2	0	0
29.2.1.99.1.4	1	1
29.2.1.99.1.5	0	0
29.2.1.99.1.6	0	0
29.2.1.99.1.7	0	0
29.2.1.99.1.9	0	0
29.2.1.99.1.18	0	0
29.2.1.99.1.19	1	1
29.2.1.99.1.21	2	2
29.2.1.99.1.25	1	1
29.2.1.99.1.205	0	0
29.2.1.99.2	0	14
29.2.1.99.2.1	0	0
29.2.1.99.2.2	0	0
29.2.1.99.2.4	0	0
29.2.1.99.2.5	0	0
29.2.1.99.2.16	0	0
29.2.1.99.2.18	2	2
29.2.1.99.2.19	0	0
29.2.1.99.2.23	2	2
29.2.1.99.2.27	0	0
29.2.1.99.2.34	0	0
29.2.1.99.2.36	3	3
29.2.1.99.2.39	3	3
29.2.1.99.2.1185	4	4
29.2.1.99.99	10	10
29.2.2	9	22
29.2.2.50	13	13
29.2.3	120	120
29.2.3.1	0	0
29.2.4	47	47
29.2.4.1	0	0
29.2.5	26	26
29.2.6	6	6
29.2.7	0	0
29.2.7.1	0	0
29.2.7.1.1	0	0
29.2.7.1.2	0	0
29.2.7.1.3	0	0
29.2.7.1.4	0	0
29.2.7.1.5	0	0
29.2.7.1.6	0	0
29.2.7.1.7	0	0
29.2.7.1.8	0	0
29.2.7.1.9	0	0
29.2.7.1.10	0	0
29.2.7.1.11	0	0
29.2.7.1.12	0	0
29.2.7.1.13	0	0
29.2.7.1.14	0	0
29.2.7.1.15	0	0
29.2.7.1.16	0	0
29.2.7.1.17	0	0
29.2.7.1.18	0	0
29.2.7.1.19	0	0
29.2.7.1.20	0	0
29.2.7.2	0	0
29.2.7.2.1	0	0
29.2.7.2.2	0	0
29.2.7.2.3	0	0
29.2.7.2.4	0	0
29.2.7.2.5	0	0
29.2.7.2.6	0	0
29.2.7.2.7	0	0
29.2.7.2.8	0	0
29.2.7.2.9	0	0
29.2.7.2.10	0	0
29.2.7.2.11	0	0
29.2.7.2.12	0	0
29.2.7.2.13	0	0
29.2.7.2.14	0	0
29.2.7.2.15	0	0
29.2.7.2.16	0	0
29.2.7.2.17	0	0
29.2.7.2.18	0	0
29.2.7.2.19	0	0
29.2.7.2.20	0	0
29.2.7.3	0	0
29.2.7.3.3	0	0
29.2.7.3.4	0	0
29.2.7.3.5	0	0
29.2.7.3.6	0	0
29.2.7.3.7	0	0
29.2.7.3.8	0	0
29.2.7.3.10	0	0
29.2.7.3.12	0	0
29.2.7.3.13	0	0
29.2.7.3.15	0	0
29.2.7.3.16	0	0
29.2.7.3.18	0	0
29.2.7.3.19	0	0
29.2.99	4	4
29.3	2	501
29.3.1	80	80
29.3.2	62	62
29.3.3	71	71
29.3.4	0	242
29.3.4.1	27	27
29.3.4.2	23	23
29.3.4.3	64	64
29.3.4.4	21	21
29.3.4.99	107	107
29.3.5	30	30
29.3.99	14	14
29.4	1246	1828
29.4.1	1	582
29.4.1.51	0	0
29.4.1.52	0	0
29.4.1.53	0	0
29.4.1.54	1	1
29.4.1.55	3	3
29.4.1.56	4	4
29.4.1.57	562	562
29.4.1.58	0	0
29.4.1.59	11	11
29.4.1.60	0	0
29.4.1.61	0	0
29.5	235	2775
29.5.1	119	119
29.5.2	35	35
29.5.3	105	105
29.5.4	91	91
29.5.5	178	178
29.5.7	74	74
29.5.9	86	86
29.5.11	83	1852
29.5.11.1	56	56
29.5.11.2	10	10
29.5.11.3	86	86
29.5.11.4	0	1465
29.5.11.4.1	24	24
29.5.11.4.2	754	754
29.5.11.4.3	0	647
29.5.11.4.3.1	40	40
29.5.11.4.3.2	585	585
29.5.11.4.3.3	16	16
29.5.11.4.3.4	6	6
29.5.11.4.4	1	1
29.5.11.4.5	0	37
29.5.11.4.5.1	2	2
29.5.11.4.5.2	35	35
29.5.11.4.6	2	2
29.5.11.4.99	0	0
29.5.11.5	39	39
29.5.11.20	113	113
29.5.30	0	0
29.5.31	0	0
29.6	129	129
29.6.1	0	0
29.6.2	0	0
29.6.2.1	0	0
29.6.2.1.1	0	0
29.6.2.1.2	0	0
29.6.2.2	0	0
29.6.2.2.1	0	0
29.6.2.2.1.1	0	0
29.6.2.2.1.2	0	0
29.6.2.2.2	0	0
29.6.2.2.2.1	0	0
29.6.2.2.2.2	0	0
29.6.2.3	0	0
29.6.2.3.1	0	0
29.6.2.3.2	0	0
29.6.2.3.2.1	0	0
29.6.2.3.2.2	0	0
29.6.2.4	0	0
29.6.2.4.1	0	0
29.6.2.4.2	0	0
29.6.2.5	0	0
29.6.2.5.1	0	0
29.6.2.5.2	0	0
29.6.3	0	0
29.6.3.1	0	0
29.6.3.2	0	0
29.7	78	98
29.7.1	0	0
29.7.2	0	0
29.7.3	1	1
29.7.4	0	0
29.7.5	4	4
29.7.6	0	0
29.7.7	1	1
29.7.8	4	4
29.7.9	1	1
29.7.10	6	6
29.7.11	0	0
29.7.12	2	2
29.7.13	1	1
29.8	35	35
30	0	2455
30.1	24	101
30.1.1	72	72
30.1.2	5	5
30.2	0	1167
30.2.1	6	6
30.2.2	5	5
30.2.3	60	60
30.2.4	0	0
30.2.5	1	1
30.2.6	4	4
30.2.7	0	0
30.2.8	0	7
30.2.8.1	4	4
30.2.8.2	3	3
30.2.9	0	0
30.2.10	0	0
30.2.11	490	490
30.2.12	1	1
30.2.13	1	1
30.2.14	4	4
30.2.15	3	3
30.2.16	11	11
30.2.17	423	423
30.2.18	1	1
30.2.19	0	0
30.2.20	13	13
30.2.21	6	6
30.2.22	1	1
30.2.23	0	0
30.2.24	46	46
30.2.25	32	32
30.2.26	0	0
30.2.27	0	0
30.2.99	52	52
30.3	392	392
30.4	15	75
30.4.1	28	28
30.4.2	1	1
30.4.3	3	3
30.4.4	15	15
30.4.5	13	13
30.4.6	0	0
30.4.7	0	0
30.4.8	0	0
30.5	415	415
30.6	48	48
30.7	17	17
30.8	11	11
30.9	5	5
30.10	8	8
30.10.1	0	0
30.11	173	205
30.11.1	32	32
30.12	0	0
30.13	0	0
30.13.1	0	0
30.13.2	0	0
30.99	11	11
30.1001	0	0
30.1002	0	0
30.1003	0	0
30.1004	0	0
30.1005	0	0
30.1006	0	0
30.1007	0	0
30.1008	0	0
30.1009	0	0
31	0	1414
31.1	767	767
31.2	129	147
31.2.5	18	18
31.3	128	191
31.3.1	63	63
31.4	273	273
31.5	18	36
31.5.1	18	18
31.5.2	0	0
31.6	0	0
31.6.1	0	0
31.6.1.1	0	0
31.6.1.2	0	0
31.6.1.3	0	0
31.6.1.3.1	0	0
31.6.1.3.1.1	0	0
31.6.1.3.1.2	0	0
31.6.1.3.2	0	0
31.6.1.3.2.1	0	0
31.6.1.3.2.2	0	0
31.6.1.4	0	0
31.6.1.4.1	0	0
31.6.1.4.2	0	0
31.6.1.4.2.1	0	0
31.6.1.5	0	0
31.6.1.5.1	0	0
31.6.1.5.2	0	0
31.6.1.6	0	0
31.6.1.6.1	0	0
31.6.1.6.2	0	0
31.6.1.6.3	0	0
31.6.1.6.4	0	0
31.6.1.6.5	0	0
31.6.1.6.6	0	0
31.6.1.7	0	0
31.6.1.8	0	0
31.6.1.9	0	0
31.6.1.10	0	0
31.6.1.11	0	0
31.6.2	0	0
31.7	0	0
31.7.1	0	0
31.8	0	0
31.9	0	0
31.99	0	0
32	2	2
33	0	1217
33.1	55	55
33.2	55	55
33.3	27	27
33.30	0	11
33.30.1	11	11
33.50	0	0
33.99	1069	1069
34	18	2214
34.1	50	80
34.1.1	18	30
34.1.1.1	3	3
34.1.1.2	1	1
34.1.1.3	1	1
34.1.1.4	0	0
34.1.1.5	0	0
34.1.1.6	7	7
34.1.2	0	0
34.2	155	157
34.2.1	2	2
34.3	143	143
34.4	11	11
34.5	14	14
34.6	34	34
34.7	40	40
34.8	44	44
34.9	137	137
34.10	46	46
34.11	22	22
34.12	133	133
34.13	185	185
34.14	76	76
34.15	99	99
34.16	239	239
34.17	0	0
34.18	36	44
34.18.1	8	8
34.19	6	66
34.19.1	23	23
34.19.2	15	15
34.19.3	19	19
34.19.4	3	3
34.19.99	0	0
34.20	4	4
34.21	19	19
34.22	29	29
34.23	0	9
34.23.1	9	9
34.24	0	0
34.30	0	0
34.98	10	10
34.99	555	555
35	0	25315
35.1	0	0
35.1.1	0	0
35.1.2	0	0
35.1.3	0	0
35.1.5	0	0
35.1.6	0	0
35.1.7	0	0
35.1.8	0	0
35.1.9	0	0
35.1.10	0	0
35.1.11	0	0
35.1.12	0	0
35.1.13	0	0
35.1.14	0	0
35.1.15	0	0
35.1.16	0	0
35.1.17	0	0
35.1.18	0	0
35.1.19	0	0
35.1.20	0	0
35.1.21	0	0
35.1.22	0	0
35.1.23	0	0
35.1.24	0	0
35.1.25	0	0
35.1.26	0	0
35.1.40	0	0
35.1.41	0	0
35.1.42	0	0
35.1.999	0	0
35.1.1001	0	0
35.1.1002	0	0
35.1.1003	0	0
35.1.1004	0	0
35.1.1005	0	0
35.1.1006	0	0
35.1.1007	0	0
35.1.1008	0	0
35.1.1009	0	0
35.1.1010	0	0
35.1.1011	0	0
35.1.1012	0	0
35.1.1013	0	0
35.1.1014	0	0
35.1.1015	0	0
35.1.1016	0	0
35.1.1017	0	0
35.1.1018	0	0
35.1.1019	0	0
35.1.1020	0	0
35.1.1021	0	0
35.1.1022	0	0
35.1.1023	0	0
35.1.1024	0	0
35.1.1025	0	0
35.2	25315	25315
35.2.1001	0	0
35.3	0	0
991	0	0
991.1	0	0
991.1.1001	0	0
root	0	57441
